Mesin_ID;Siklus_Waktu;Suhu_Total_Kompresi_HPC;Suhu_Total_Turbin_LPT;Rasio_Tekanan_Mesin;Tekanan_Statis_Ruang_Bakar;Rasio_Aliran_Bahan_Bakar;Kecepatan_Poros_Koreksi;Sisa_Umur_RUL
60;120;158943;141406;907902;474;5215;814874;52
60;121;159583;141215;908115;4765;52092;814956;51
60;122;158333;142057;907154;4751;52125;815403;50
60;123;159483;141463;907042;4766;52118;815139;49
60;124;15946;141802;906629;4757;52122;814268;48
60;125;158703;141403;906948;4778;52143;814979;47
60;126;159298;141784;907416;4753;52112;814797;46
60;127;159167;140861;907807;4769;52115;815114;45
60;128;159175;141243;907221;4771;5205;815493;44
60;129;159177;141479;908296;4783;52119;814585;43
60;130;159278;141857;907888;4788;52072;815465;42
60;131;159465;14134;907041;4761;52073;815415;41
60;132;159535;141176;907656;4792;52098;815035;40
60;133;159623;141027;908153;477;52103;815587;39
60;134;15909;141992;908252;4756;52064;81531;38
60;135;158947;141156;907508;4804;52092;815657;37
60;136;158691;141523;908462;4783;52104;81579;36
60;137;159232;14151;90807;4769;5212;81596;35
60;138;159557;141028;90818;4778;52115;816367;34
60;139;159672;141209;908693;4783;52085;816252;33
60;140;159901;141727;908572;4768;52056;816278;32
60;141;159981;141442;908978;4792;52109;81644;31
60;142;160022;141597;909171;4772;52072;816746;30
60;143;159966;142032;908381;477;52072;81709;29
60;144;159701;14195;909282;4783;52099;816719;28
60;145;15953;141811;908496;478;52016;816527;27
60;146;159504;142176;909033;4795;52093;816397;26
60;147;15957;142239;909248;4765;52038;816719;25
60;148;159839;141937;909206;4783;52151;816139;24
60;149;159824;141829;909714;4794;52036;816998;23
60;150;159596;141697;909681;4798;52033;816722;22
60;151;160399;141338;90990;4789;52106;816684;21
60;152;160185;142608;909968;4783;5201;816832;20
60;153;159863;141498;910546;478;52006;816866;19
60;154;160059;142196;910143;479;52066;816813;18
60;155;159563;142077;91052;4785;52088;817524;17
60;156;160163;141251;910637;4786;52013;817369;16
60;157;159533;141667;910562;4802;52014;817795;15
60;158;16032;142286;910278;4796;52034;81760;14
60;159;159765;142006;911725;4801;52052;818893;13
60;160;159906;142318;911112;4821;51984;818069;12
60;161;159616;142431;911399;4805;52019;818823;11
60;162;159776;14267;911025;4801;52049;818355;10
60;163;160332;142199;911862;4796;52012;818902;9
60;164;160031;142457;911628;480;51982;818582;8
60;165;160109;142562;911965;4819;52061;819159;7
60;166;160608;142633;912357;4808;52051;819294;6
60;167;159964;143186;912794;4791;52002;819731;5
60;168;160539;142466;912077;4807;51995;819439;4
60;169;16048;142789;913296;4796;51955;820101;3
60;170;160543;14283;913161;4826;52038;820118;2
60;171;159963;142411;914409;4819;51953;820031;1
60;172;160519;143409;914147;4804;52044;820547;0
61;1;158205;139941;90637;4715;52236;814009;184
61;2;157838;139721;906477;4745;52239;814675;183
61;3;158492;139493;906764;471;52239;81464;182
61;4;158404;139635;905469;4717;52212;81451;181
61;5;158425;139561;906542;4734;5226;814628;180
61;6;158573;139652;906254;473;52257;814021;179
61;7;159323;140051;905702;4707;52269;81459;178
61;8;158531;138762;906152;4705;52224;813974;177
61;9;158242;139368;906654;4721;52242;81407;176
61;10;158005;139152;90597;4695;52299;814636;175
61;11;157501;14010;905657;4701;5230;814096;174
61;12;158768;139553;905747;4715;52236;814287;173
61;13;15851;139764;906194;4725;52213;814551;172
61;14;158793;140013;906492;471;52207;814347;171
61;15;15858;139746;905839;4726;52211;814188;170
61;16;158162;139798;906541;4712;52291;81444;169
61;17;158679;13969;906386;4727;52288;814465;168
61;18;157571;139689;906089;4688;52261;815312;167
61;19;158214;139531;906497;4697;52242;814243;166
61;20;158701;139193;90573;472;52219;814107;165
61;21;158289;139375;905704;4694;5222;814287;164
61;22;158177;139537;905836;4715;5227;814508;163
61;23;158059;140409;90659;4727;52313;814557;162
61;24;15776;139746;906697;4708;52276;814913;161
61;25;157867;139631;906474;4726;52312;81419;160
61;26;158309;139938;906213;4711;5221;814134;159
61;27;158172;13964;906763;4718;52215;814711;158
61;28;158238;139154;906291;472;52252;814383;157
61;29;157595;139608;906756;4706;52249;814303;156
61;30;158537;140137;906339;4705;52298;815115;155
61;31;158571;139631;906066;4718;52275;814815;154
61;32;158393;139832;90696;4724;52252;814858;153
61;33;159048;139219;907134;4713;52278;814823;152
61;34;158407;140392;906563;4715;52254;814186;151
61;35;158729;13894;906201;4715;52172;814198;150
61;36;158489;139622;906536;4704;52261;814856;149
61;37;158172;139346;907021;4726;52218;814635;148
61;38;158907;139477;906517;4714;52235;814268;147
61;39;158427;139372;90608;4703;52237;814246;146
61;40;158334;14009;906033;4702;52232;814648;145
61;41;158764;140165;906374;4721;52239;814777;144
61;42;159173;139491;905602;4718;5222;814361;143
61;43;158955;139873;907256;471;52213;814065;142
61;44;157817;140128;905616;4708;52238;814771;141
61;45;158651;14023;906112;4705;52237;814558;140
61;46;158803;140273;906232;4686;52274;814209;139
61;47;158811;140335;906326;4718;52227;814156;138
61;48;158137;140584;906275;4706;52256;814637;137
61;49;158859;139953;905858;4716;52228;814324;136
61;50;158293;13999;905816;4708;52225;813616;135
61;51;15793;139316;905383;4722;52221;813989;134
61;52;158056;139233;906806;4722;52184;814585;133
61;53;158623;138809;906141;4717;52204;814401;132
61;54;158648;139648;905631;4695;52249;814975;131
61;55;158531;139849;905883;4709;52233;814365;130
61;56;159056;139688;906036;4711;52193;813738;129
61;57;15910;140087;906244;4731;52211;814566;128
61;58;157757;139623;905257;4731;52237;814276;127
61;59;157849;13997;906023;4728;52214;813962;126
61;60;158947;139764;906038;4702;5223;814646;125
61;61;158687;139624;905746;4706;52247;814495;124
61;62;158662;140016;905786;4734;52225;814236;123
61;63;157893;139474;905595;4717;52247;814241;122
61;64;157878;139647;906305;4703;52259;814743;121
61;65;159304;140082;906045;4705;52258;81469;120
61;66;157952;139736;905761;4717;52273;813887;119
61;67;158795;14014;906032;4747;52246;814573;118
61;68;158195;140042;906357;471;52207;814043;117
61;69;158661;140365;905567;4724;52222;814555;116
61;70;158342;139731;907017;4716;52201;814373;115
61;71;158589;14047;90577;4733;52228;813803;114
61;72;158405;140217;906197;4718;5230;814516;113
61;73;158283;140502;906576;472;52241;814596;112
61;74;159163;140038;906302;4723;52268;813918;111
61;75;157893;140213;90609;4715;52215;814392;110
61;76;158643;140436;906061;4728;52246;814251;109
61;77;158688;140062;905913;4728;52249;81390;108
61;78;15911;139619;90666;4726;52205;814851;107
61;79;158679;140217;905885;4727;52256;813856;106
61;80;158715;139965;905953;4724;52199;814229;105
61;81;158676;14008;906449;4735;52186;814376;104
61;82;157488;14027;905868;4715;52271;813611;103
61;83;158372;13978;906162;4711;52192;814037;102
61;84;158625;140403;906107;4722;5217;813932;101
61;85;158818;139796;906037;4723;52236;813815;100
61;86;15903;139943;90613;4732;52241;814717;99
61;87;158519;139861;90651;4724;52233;814262;98
61;88;158531;139435;906346;4733;52211;814409;97
61;89;158251;139637;906186;4734;52223;814723;96
61;90;15879;140452;905838;4721;52201;814293;95
61;91;158964;139829;905834;4718;52255;813971;94
61;92;15878;140147;905816;4739;52202;813877;93
61;93;158687;139628;906266;472;52227;814333;92
61;94;15820;139638;905646;4737;52212;814129;91
61;95;158447;139867;906419;4729;52204;814306;90
61;96;158404;139823;906139;4728;52214;813871;89
61;97;157994;139927;905566;4739;52204;814089;88
61;98;158757;139853;905443;4728;52249;814406;87
61;99;15909;140336;905788;4717;52272;814144;86
61;100;157891;139685;905743;4726;5226;813807;85
61;101;159011;139884;90637;4737;52241;814241;84
61;102;158513;140219;905986;4712;52254;814421;83
61;103;158847;139725;905846;472;52235;814243;82
61;104;158735;139783;906036;4735;52257;814337;81
61;105;158251;140092;905992;4726;52211;81412;80
61;106;158472;140463;907063;4729;52242;814257;79
61;107;157788;139853;905821;4731;52163;813882;78
61;108;158526;140259;906098;4724;52252;813548;77
61;109;158513;140646;905647;4732;52223;813784;76
61;110;158714;139778;905239;4734;52167;814159;75
61;111;158755;139642;906037;4742;52169;813684;74
61;112;158031;140473;906257;4716;52161;813896;73
61;113;158642;140671;905744;4741;52188;814408;72
61;114;159695;139225;906006;475;52182;813837;71
61;115;157834;140575;906259;4726;52191;813538;70
61;116;158402;140328;905436;4728;52232;813551;69
61;117;158961;14071;905853;4741;52218;813454;68
61;118;15892;139926;905738;4746;52257;813841;67
61;119;158833;140742;90582;4732;5217;81361;66
61;120;158886;140368;906198;473;52167;81415;65
61;121;158619;13963;905797;4744;52166;813601;64
61;122;159266;139886;905611;4751;52185;813574;63
61;123;158027;140069;905828;4747;52161;813927;62
61;124;158015;140536;90548;4735;52128;813168;61
61;125;15908;140523;904806;4754;5215;81280;60
61;126;158732;140549;904947;4752;52141;814161;59
61;127;159483;14090;905558;4735;52225;813583;58
61;128;158929;140169;905242;4737;5218;813898;57
61;129;158757;139933;905334;475;52177;814065;56
61;130;158521;140225;905438;4745;52157;814145;55
61;131;159228;140176;905545;4745;5217;813871;54
61;132;158864;141025;905429;4753;52173;81362;53
61;133;159235;140026;904833;4724;52172;813922;52
61;134;158226;140594;905027;4753;52156;813096;51
61;135;159633;141285;90600;4772;52141;81347;50
61;136;159176;140566;90588;4754;52177;813089;49
61;137;158727;141321;905048;4747;52131;813041;48
61;138;159831;141276;905008;4766;5214;81320;47
61;139;159171;140304;905778;4754;52157;812298;46
61;140;15873;14116;905473;4768;52151;813642;45
61;141;158749;140487;906222;4757;52139;813844;44
61;142;159069;140785;905108;476;52202;81256;43
61;143;159367;140901;905395;477;52059;813711;42
61;144;158843;141442;904564;4751;52191;813272;41
61;145;159718;141504;905242;4764;52091;813189;40
61;146;158926;140849;905952;4756;52153;813562;39
61;147;159481;140927;905566;4752;52149;813762;38
61;148;159212;140607;904608;4774;52079;813351;37
61;149;158265;142079;904953;4762;52151;812839;36
61;150;159853;141522;905641;4764;5209;813281;35
61;151;159561;140292;905167;4766;52157;813552;34
61;152;159297;141175;90513;4775;52078;812926;33
61;153;158455;141292;905216;4747;52077;812856;32
61;154;15929;141398;904959;4764;52138;813542;31
61;155;159717;14111;905047;4762;52102;812872;30
61;156;159996;141485;904966;4784;52086;812622;29
61;157;159284;140891;90531;4763;52034;812721;28
61;158;159046;14107;904846;4752;5205;813109;27
61;159;159346;141219;904798;4784;52123;812794;26
61;160;159367;14122;904652;4774;52017;812552;25
61;161;159551;142018;904907;4778;52083;812664;24
61;162;158871;140861;90499;4771;52078;812622;23
61;163;160346;14148;905477;4772;52074;812885;22
61;164;159529;141816;904526;4773;52048;812376;21
61;165;159272;142472;90458;4796;52077;812338;20
61;166;158826;141755;904371;4787;52072;81235;19
61;167;159837;142092;90393;4773;52042;81202;18
61;168;159601;142104;904453;480;52098;812282;17
61;169;159745;141584;904795;4789;5203;811922;16
61;170;159438;142064;905007;4762;52071;812883;15
61;171;159699;142242;904471;4785;52049;812825;14
61;172;160237;14164;904121;4789;52044;811973;13
61;173;159709;142302;904624;4802;52046;812092;12
61;174;160331;142298;904133;4807;52029;812183;11
61;175;159703;14243;904752;480;52011;811357;10
61;176;159656;143119;904244;4816;5198;811674;9
61;177;159993;141931;904794;4794;51955;811773;8
61;178;159591;142018;903628;4795;51976;811533;7
61;179;15989;142814;904105;4819;5197;811312;6
61;180;159975;142191;904328;4802;51933;811301;5
61;181;160419;142072;904423;481;51944;811337;4
61;182;16063;143019;903876;4819;51972;811631;3
61;183;160991;14234;903433;4821;51965;811364;2
61;184;159635;142573;903833;4825;51962;811109;1
61;185;160483;14260;903893;4823;51982;810939;0
62;1;15882;14132;906026;4755;52152;814043;179
62;2;158022;141282;905877;475;52092;813912;178
62;3;158938;140806;905576;4768;52157;813736;177
62;4;15927;141449;905451;4739;52135;813516;176
62;5;159458;140666;905734;4746;52181;81358;175
62;6;158881;141151;905397;4755;52185;813335;174
62;7;159091;141077;904931;4756;52158;81378;173
62;8;159419;140883;905155;4745;52061;813648;172
62;9;159049;140777;905934;4752;52192;813748;171
62;10;159478;140607;905602;4783;52074;81386;170
62;11;158803;141129;905353;4774;52105;813402;169
62;12;158715;14111;906059;4753;52108;813842;168
62;13;158528;141285;906754;478;52117;813613;167
62;14;159556;140694;90552;476;52184;813732;166
62;15;15913;140698;905487;4763;52117;81337;165
62;16;15906;141543;905503;4761;5214;813283;164
62;17;159419;139821;905933;4746;52173;813853;163
62;18;159188;140625;905793;477;52142;81417;162
62;19;158275;140726;905346;4774;52114;813702;161
62;20;158524;141427;906028;4763;52121;813329;160
62;21;159073;140923;907001;4755;52133;813616;159
62;22;159123;140709;905542;4757;52141;81381;158
62;23;159399;140489;905876;4753;5210;813411;157
62;24;158914;140805;90617;4761;52133;81372;156
62;25;159298;140674;905007;4762;52126;813739;155
62;26;159321;140869;905643;475;52139;813942;154
62;27;159489;141484;905694;4743;52104;813202;153
62;28;158716;140902;905339;474;52134;813556;152
62;29;159536;141011;906039;476;52177;813918;151
62;30;159194;141214;906053;4765;52175;813655;150
62;31;159806;141057;906052;4759;52122;813415;149
62;32;159131;141131;905744;475;5212;813775;148
62;33;159059;141103;905012;4762;52138;81406;147
62;34;159012;141658;905604;4749;52141;813403;146
62;35;159124;140962;90521;4762;52087;813394;145
62;36;158489;14093;905656;4745;52154;813977;144
62;37;159217;141142;905632;4769;5213;813922;143
62;38;159042;141317;90586;4783;52072;813851;142
62;39;159487;141458;906009;4778;52103;814165;141
62;40;159073;140455;905808;4773;52136;813141;140
62;41;15961;140687;905922;4776;52134;813953;139
62;42;159625;14073;905664;4759;52152;813673;138
62;43;15848;140941;905727;4753;52122;813526;137
62;44;159348;140952;905518;4763;52157;81369;136
62;45;15863;140973;90509;4747;52152;813178;135
62;46;159644;141074;906154;4755;52098;813763;134
62;47;159596;141337;90596;4762;52119;813772;133
62;48;15930;141081;90576;4744;52099;813621;132
62;49;158268;141611;906098;4753;52122;813629;131
62;50;158085;141434;904971;4755;52141;814028;130
62;51;158658;141215;905341;4755;52133;813874;129
62;52;158412;14083;905836;4767;52112;813477;128
62;53;159203;140045;905145;4778;52163;813382;127
62;54;159054;140289;906616;4763;52117;813677;126
62;55;159746;141169;905327;4754;52097;813527;125
62;56;159766;141329;905282;476;52132;813708;124
62;57;159283;141137;905515;4761;5210;813335;123
62;58;159158;141419;906338;4763;52124;813887;122
62;59;159046;141486;905945;4769;52122;813114;121
62;60;159001;140012;905895;476;52144;813698;120
62;61;159965;141167;906475;4768;52101;813448;119
62;62;159234;140717;905272;4767;52087;813297;118
62;63;159539;140649;905174;4777;52094;813769;117
62;64;158933;140897;906032;4761;5210;812988;116
62;65;158638;14091;90600;4762;52121;81361;115
62;66;159008;141181;904981;4767;52114;813382;114
62;67;158933;141417;905655;4775;52167;813434;113
62;68;158654;140961;905722;4752;52112;813304;112
62;69;160087;14102;90604;4761;52079;813303;111
62;70;159906;140495;905852;4756;52091;813312;110
62;71;158817;14067;90591;4752;52092;813286;109
62;72;159231;141616;905527;4767;5212;812917;108
62;73;159058;141289;905489;4772;52111;813756;107
62;74;159198;141485;906016;4758;52105;814348;106
62;75;158964;141387;905666;4764;52158;813432;105
62;76;159376;141205;90572;4761;52118;813303;104
62;77;158994;141665;905412;4756;52186;813526;103
62;78;15879;140914;905791;476;52144;813756;102
62;79;158718;14114;904797;4781;52148;814006;101
62;80;159143;141828;905831;4769;52112;813516;100
62;81;159407;141366;904985;4764;52138;814127;99
62;82;159845;141304;905691;4762;52089;813166;98
62;83;159126;141315;905868;4757;52114;813306;97
62;84;159476;141054;905385;4749;52122;81350;96
62;85;159903;141338;90545;4762;52138;813647;95
62;86;158918;140739;905209;4756;52078;813922;94
62;87;158857;141923;905772;4784;52088;813658;93
62;88;159016;140556;905482;4764;52157;813563;92
62;89;158641;141079;905496;4774;52094;813235;91
62;90;159535;140834;905831;4767;52084;813833;90
62;91;15923;141259;905567;4771;52104;81444;89
62;92;15951;14081;905891;4778;52123;812801;88
62;93;159548;140598;905538;4779;52077;813776;87
62;94;159451;140731;905552;4749;52131;813611;86
62;95;159853;141122;905238;4753;52112;813556;85
62;96;159277;141687;905048;4768;52108;813341;84
62;97;159583;141807;906328;477;52066;813215;83
62;98;158976;140998;906092;4777;52113;813583;82
62;99;159426;141534;905632;4764;52081;813435;81
62;100;159932;141055;90580;4771;52108;813761;80
62;101;159738;141479;905088;4762;52134;812893;79
62;102;159213;141229;905915;4764;52126;813032;78
62;103;15909;141537;905914;4784;52166;813275;77
62;104;158658;141713;905134;4774;52096;813643;76
62;105;159429;141335;90544;477;52086;813264;75
62;106;159136;141283;905908;4755;52081;813559;74
62;107;159323;141113;906033;4755;5212;81354;73
62;108;159027;140761;906395;4766;52064;813338;72
62;109;159608;141477;905193;4778;5212;813486;71
62;110;159093;141733;905404;4802;52113;812606;70
62;111;159392;141512;906256;4771;52125;813608;69
62;112;159229;14139;905678;478;52058;813262;68
62;113;159052;141498;906099;4782;52083;813319;67
62;114;158461;141403;905808;4786;52096;813182;66
62;115;159007;141289;905709;4776;52059;812888;65
62;116;159183;141679;905467;4767;52092;812622;64
62;117;159514;141228;905156;4763;5205;813146;63
62;118;159658;141625;905623;478;52096;813889;62
62;119;159784;142339;905704;4762;5205;813912;61
62;120;159277;141512;905041;4775;52046;813288;60
62;121;159277;14171;905326;4794;52109;813372;59
62;122;160017;141672;905454;4776;52106;813298;58
62;123;159199;140942;905294;4758;52126;813329;57
62;124;159549;141536;906161;4776;52086;81274;56
62;125;159371;141866;905013;479;52077;812759;55
62;126;159616;141826;905535;4776;52102;812789;54
62;127;158977;141887;905042;4783;52064;813371;53
62;128;159436;141873;905617;479;52047;813047;52
62;129;159162;141535;906181;4783;52101;81317;51
62;130;158789;141556;905777;4773;52065;81295;50
62;131;159859;142462;906144;4761;5202;812829;49
62;132;159405;141436;905571;4772;52075;81264;48
62;133;159125;141419;905203;4774;52082;813366;47
62;134;159992;141352;904738;478;52044;812514;46
62;135;158627;141456;905747;4784;52022;813255;45
62;136;159201;141311;905633;4792;52035;813177;44
62;137;159056;141141;905988;478;52087;813216;43
62;138;159278;141785;905357;4796;52051;812984;42
62;139;159887;142141;905542;4761;52021;813724;41
62;140;159296;142422;905164;4762;52067;812648;40
62;141;160142;14149;904732;4789;52106;813211;39
62;142;158562;142104;904869;4775;5206;812438;38
62;143;160386;142005;905172;4792;52034;812462;37
62;144;159337;141942;904997;4776;52083;812773;36
62;145;159288;14161;90539;4794;52041;813085;35
62;146;159977;142312;905557;4781;52039;81329;34
62;147;160054;141454;905363;4795;52003;812431;33
62;148;159738;141873;905903;4792;52032;812623;32
62;149;159872;141552;90521;4789;52063;812808;31
62;150;159674;142508;90488;4793;52067;813297;30
62;151;160216;141974;90444;4794;52046;812669;29
62;152;159293;142019;905123;4804;52035;813071;28
62;153;159493;142444;905045;4794;5201;81288;27
62;154;159829;141829;905034;4782;52006;812725;26
62;155;159244;142298;904909;4791;52031;812333;25
62;156;159979;142036;904156;4801;52037;81281;24
62;157;159581;142462;905327;4791;52001;812417;23
62;158;160027;141564;904901;4791;52013;812621;22
62;159;159699;141918;904679;4798;51976;812882;21
62;160;15977;143064;904654;4794;52008;812358;20
62;161;160401;141938;90500;4785;52017;812476;19
62;162;159657;14219;905045;478;52021;812559;18
62;163;160035;142151;905419;4804;51997;811732;17
62;164;160028;142969;904564;4809;51971;812603;16
62;165;159762;142131;905219;4811;52014;812511;15
62;166;159985;142466;905245;480;51976;81298;14
62;167;15947;142557;904923;4806;51958;812535;13
62;168;160112;142428;90447;4787;51951;812197;12
62;169;160703;142012;90448;4825;52012;812026;11
62;170;159812;142568;904519;4829;52007;812027;10
62;171;159943;142408;905031;4821;52026;812635;9
62;172;160116;142358;904998;4804;51963;812736;8
62;173;160142;143148;90455;4812;51987;811693;7
62;174;160138;142556;90475;4806;51949;81184;6
62;175;159892;142941;905064;4826;51981;811885;5
62;176;160036;143264;904324;4801;52005;811648;4
62;177;15950;142488;904538;480;5197;812238;3
62;178;160135;14218;90516;481;51981;812093;2
62;179;160355;142367;904393;4827;51984;811937;1
62;180;15951;142751;903702;4816;51968;812328;0
63;1;158501;140559;905026;4738;52124;813764;173
63;2;158507;139699;905795;4746;52177;813983;172
63;3;160015;140454;905729;4752;52153;813444;171
63;4;158364;139957;905381;4728;52212;813261;170
63;5;159016;141241;905193;4752;52146;81399;169
63;6;15880;140295;90479;4753;52122;813414;168
63;7;159237;140486;90559;4739;52196;813461;167
63;8;159026;140407;906474;4744;52128;814086;166
63;9;15878;139796;905273;4729;52119;813672;165
63;10;158636;141378;905888;4746;52216;81386;164
63;11;157997;140738;906253;4736;52204;813889;163
63;12;158614;140698;906087;4759;5217;813377;162
63;13;158602;140553;905679;4729;52227;813445;161
63;14;158864;140718;906215;4738;52171;813727;160
63;15;159545;140224;905305;4751;5218;81339;159
63;16;15881;140688;905425;476;52171;814086;158
63;17;158134;140852;905959;4767;52114;813827;157
63;18;159326;140926;905631;4736;52117;813282;156
63;19;158469;140784;905618;4731;5216;813489;155
63;20;15884;139729;90510;4742;52218;814287;154
63;21;158808;140994;906073;4748;52135;81367;153
63;22;157997;141107;905748;4745;5215;813811;152
63;23;159295;140163;905425;4742;52148;813917;151
63;24;15886;140491;905668;4745;52146;813695;150
63;25;158362;14060;905601;4746;52192;813642;149
63;26;15893;140813;906849;4746;52131;813334;148
63;27;158705;14092;905925;4757;52174;813592;147
63;28;158786;140806;905376;4739;5215;81386;146
63;29;157907;139882;906098;4734;52128;81404;145
63;30;158554;14100;905641;4752;52208;81341;144
63;31;159569;141076;905844;4755;52231;813434;143
63;32;159255;140672;905837;4747;52144;813717;142
63;33;158661;140047;905701;476;52181;814284;141
63;34;158618;140954;905759;4758;52136;813653;140
63;35;158764;140916;905941;473;52163;813638;139
63;36;158536;141487;905916;4756;52188;813984;138
63;37;158489;140188;90562;4744;52206;813562;137
63;38;159537;140991;906143;4752;5219;813509;136
63;39;158772;140399;905919;4753;52123;813576;135
63;40;15824;140436;905553;4741;52163;814488;134
63;41;158567;140905;906253;4739;52156;813589;133
63;42;15750;140874;905336;4749;52153;813583;132
63;43;158799;140378;905333;4745;52186;813763;131
63;44;158246;140264;906096;4737;52169;813773;130
63;45;159814;140524;906222;4741;52142;814536;129
63;46;159124;140502;905863;4753;52144;813927;128
63;47;158608;14063;906169;4748;52157;813911;127
63;48;158125;140347;906586;4757;52215;814086;126
63;49;158345;140134;905726;4737;52151;813726;125
63;50;15884;140739;905989;4761;5216;814196;124
63;51;158983;140712;905769;4735;52187;814587;123
63;52;158831;140169;906081;4754;52183;81410;122
63;53;158562;140863;906073;475;52187;813837;121
63;54;15938;140369;906411;4738;52173;813965;120
63;55;159121;14053;905917;4727;52177;814041;119
63;56;159311;14123;906201;4757;52128;813926;118
63;57;159194;140569;906494;4745;52194;813093;117
63;58;15853;140732;906772;4759;5216;81372;116
63;59;159151;140091;906346;4727;52151;814497;115
63;60;159024;141757;905907;4747;52173;814059;114
63;61;158418;140968;905654;474;52135;814385;113
63;62;159549;140712;905221;4759;52141;813662;112
63;63;159095;141299;905773;4748;52106;813268;111
63;64;159049;140618;906544;4748;52108;813949;110
63;65;158854;140706;906039;4768;52144;814416;109
63;66;159499;140808;906513;4749;52101;814053;108
63;67;158366;14104;906015;4756;52128;813754;107
63;68;15842;14059;90547;4756;52161;813796;106
63;69;158976;140641;90629;4749;52147;813619;105
63;70;159695;140536;906637;4765;52197;814574;104
63;71;159161;140879;90621;4743;5216;814546;103
63;72;159396;140963;906016;4755;52163;814026;102
63;73;158889;140939;905428;4739;52206;813809;101
63;74;159876;140381;906095;475;52159;814809;100
63;75;159491;140794;905443;476;52147;814132;99
63;76;159564;140783;906727;4756;52184;814816;98
63;77;15841;140465;907322;474;52195;81451;97
63;78;15940;140351;906492;476;52171;813712;96
63;79;158746;140633;906672;4736;52143;81433;95
63;80;158787;140356;90670;4741;52161;814227;94
63;81;159949;141256;906557;4758;52142;814244;93
63;82;158775;140902;906376;476;52106;814116;92
63;83;15901;140679;906479;4745;52213;814268;91
63;84;159747;141295;90630;4736;52154;81451;90
63;85;158863;140749;90704;4765;52133;814806;89
63;86;15906;140938;906241;4748;5217;81475;88
63;87;15869;141492;906609;4769;52149;814094;87
63;88;158534;141419;906211;4756;52148;81469;86
63;89;159333;14022;906813;4744;52158;814236;85
63;90;158406;140781;905795;4771;52153;81401;84
63;91;159221;141619;906356;4778;52174;81452;83
63;92;159227;140812;906832;4753;52135;814729;82
63;93;159285;140004;907672;4741;52193;814431;81
63;94;158846;141329;906737;4753;52181;814375;80
63;95;159182;141151;906156;4758;52186;814497;79
63;96;159357;140657;907099;4738;52163;814189;78
63;97;159244;141712;907388;4764;52132;814962;77
63;98;158725;141519;906871;4754;52123;814917;76
63;99;159183;141139;906628;4757;52135;814714;75
63;100;159718;140609;906698;4785;52085;814919;74
63;101;159382;141266;906553;4755;52148;814164;73
63;102;159163;140444;906569;4753;52118;814806;72
63;103;159484;14138;906847;475;52087;814603;71
63;104;159586;141219;906769;4767;52156;815192;70
63;105;15920;141599;907537;475;52152;815217;69
63;106;159076;141218;906816;4752;52175;815059;68
63;107;15986;140506;907424;4762;52128;814844;67
63;108;159153;140639;906837;4752;52124;814972;66
63;109;158453;140656;907422;4747;52128;815198;65
63;110;159825;141302;907124;4755;52156;815303;64
63;111;159336;141094;907256;475;52107;815319;63
63;112;159777;141322;907576;4772;52145;81467;62
63;113;159069;140208;907971;4735;52121;815736;61
63;114;15867;140569;90741;4763;52157;815265;60
63;115;159064;141005;907686;4778;52137;81558;59
63;116;159728;141279;907229;4773;52118;815251;58
63;117;158818;141098;907924;4746;52095;81543;57
63;118;159536;141267;908007;4759;52188;815888;56
63;119;15976;140975;908131;4748;52094;815012;55
63;120;159694;141519;908186;4748;52181;815511;54
63;121;159168;141284;908413;4764;52101;815673;53
63;122;158973;141477;907546;4769;52132;81564;52
63;123;158953;141312;90821;4768;52129;816116;51
63;124;158899;141293;908059;4745;52081;815613;50
63;125;159845;141857;908429;4771;52166;816046;49
63;126;158962;141826;908203;4753;52093;815755;48
63;127;159881;141613;908773;4771;52135;815973;47
63;128;15933;141109;908658;4764;52121;816449;46
63;129;158917;141096;90841;4766;5213;816175;45
63;130;159482;14149;908433;477;52143;816371;44
63;131;159802;141216;909486;4774;52174;816281;43
63;132;159284;141667;908508;4771;52053;816655;42
63;133;159296;141435;909031;4748;5212;816437;41
63;134;158895;141285;909008;4757;52111;816712;40
63;135;159274;141703;908941;4777;52096;816655;39
63;136;160189;141086;909592;4767;52075;81659;38
63;137;160014;141651;909269;4767;52082;817199;37
63;138;158985;141363;909522;4779;52107;817526;36
63;139;159363;141581;909777;4758;52119;816815;35
63;140;159076;142081;909987;478;52106;817476;34
63;141;159189;141671;909867;4784;52094;817382;33
63;142;159729;14120;909976;4776;52093;817856;32
63;143;159419;141618;911568;4772;52076;817701;31
63;144;160212;142384;910601;4768;52104;81812;30
63;145;159431;141321;910791;4789;52083;817416;29
63;146;159582;141381;910395;4793;5214;817311;28
63;147;159783;142138;910449;4789;52053;818158;27
63;148;159972;142064;911155;4781;52148;818739;26
63;149;159292;14131;911846;4786;52098;819289;25
63;150;159729;141741;911323;4769;52151;818763;24
63;151;160326;142086;911726;4771;52102;818672;23
63;152;160195;142341;912406;4763;52095;818849;22
63;153;159472;141498;911422;4765;52128;819581;21
63;154;159751;141806;911513;4783;5208;818856;20
63;155;159822;140955;912781;4792;52055;819147;19
63;156;160383;142334;912595;4784;52052;819581;18
63;157;160075;141732;912884;479;52057;820092;17
63;158;159906;141734;91440;4783;52059;819992;16
63;159;159819;142102;91343;4797;52065;820298;15
63;160;159461;141729;914467;4795;52047;82014;14
63;161;159721;142447;913733;4801;52135;821013;13
63;162;160201;142081;91444;477;52062;820804;12
